0,"877831","877831","SAMD11",,"T"
0,"881627","881627","NOC2L","25","0.6283"
0,"881918","881918","NOC2L","28","0.0609"
0,"909238","909238","PLEKHN1","85","0.5916"
0,"909309","909309","PLEKHN1","43","0.1889"
0,"935222","935222","HES4","0.052","0.49381"
0,"949608","949608","ISG15","2.276","0.338858"
0,"1120431","1120431","TTLL10","57","0.0532"
0,"1158631","1158631","SDF4","40","0.8864"
0,"1249187","1249187","CPSF3L",,"0.977"
0,"1254841","1254841","CPSF3L","0","0.7911"
0,"1269554","1269554","TAS1R3","0.001","0.951877"
0,"1356342","1356344","ANKRD65","0","0.0"
0,"1421991","1421991","ATAD3B","24","0.079"
0,"1423267","1423267","ATAD3B","65","0.0864"
0,"1425700","1425700","ATAD3B","50","0.0867"
0,"1455533","1455533","ATAD3A","58","0.0328"
0,"1455652","1455652","ATAD3A","2","0.0005"
0,"1469427","1469427","ATAD3A","38","0.0"
0,"1551927","1551927","MIB2",,"0.6228"
0,"1558792","1558792","MIB2","0","0.8125"
0,"1571841","1571841","CDK11B",,"0.707"
0,"1575784","1575784","CDK11B",,"0.732"
0,"1599812","1599812","SLC35E2B","36","0.4151"
0,"1635108","1635108","CDK11A,"5","0.0446"
0,"1635565","1635565","CDK11A","77","0.1235"
0,"1635619","1635619","CDK11A,"21","0.6035"
0,"1636044","1636044","CDK11A",,"0.5644"
0,"1638925","1638925","CDK11A","70","0.1202"
0,"1638994","1638994","CDK11A","64","0.1369"
0,"1639570","1639570","CDK11A,"17","0.0767"
0,"1647745","1647745","CDK11A,"6","0.4993"
0,"1647753","1647753","CDK11A,"6","0.4995"
0,"1647778","1647778","CDK11A,"23","0.5008"
0,"1647928","1647928","CDK11A,"29","0.3064"
0,"1650769","1650769","CDK11A,,"0.776"
0,"1650787","1650787","CDK11A,,"0.994"
0,"1650797","1650797","CDK11A,,"B"
0,"1650832","1650832","CDK11A,"0/1","0.033"
0,"1650845","1650845","CDK11A,"0/1","1.0"
0,"1650920","1650920","CDK11A,"8","0.4619"
0,"1650939","1650940","CDK11A,"8","0.4997"
0,"1650942","1650942","CDK11A,"8","0.5007"
0,"1653004","1653004","CDK11A,"52","0.9242"
0,"1653028","1653028","CDK11A,"66","0.928"
0,"1684347","1684347","NADK","46","0.3364"
0,"1684472","1684472","NADK","41","0.6096"
0,"1859131","1859131","CFAP74","0.012","0.184505"
0,"2121118","2121118","FAAP20","6","0.6203"
0,"2126139","2126139","FAAP20",,"1.0"
0,"2430617","2430617","PLCH2","38","0.4693"
0,"3328358","3328358","PRDM16","69","0.9099"
0,"3328659","3328659","PRDM16","25","0.0971"
0,"3350409","3350409","PRDM16","26","0.0339"
0,"3389727","3389727","ARHGEF16","87","0.9028"
0,"3394456","3394456","ARHGEF16","80","0.9986"
